INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (1, 53, 33, '2022-05-04T17:53:44', '99531.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (610, 97, 82, '2022-08-22T13:56:22', '12555.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (612, 24, 14, '2022-07-07T00:48:35', '27037.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (611, 22, 44, '2022-04-03T02:49:38', '86499.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (613, 14, 37, '2021-12-19T08:19:24', '84722.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (615, 48, 17, '2022-09-23T04:49:28', '29818.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (607, 49, 46, '2022-08-23T09:10:45', '40410.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (614, 97, 15, '2022-07-24T16:32:42', '30928.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (617, 43, 6, '2022-04-04T00:49:25', '14620.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (616, 76, 76, '2022-10-23T22:08:38', '61189.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (620, 78, 9, '2022-09-17T01:58:57', '60968.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (618, 24, 39, '2022-08-31T22:28:20', '58242.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (619, 79, 30, '2022-08-27T05:27:56', '73252.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (621, 75, 49, '2022-04-28T06:42:10', '39981.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (624, 57, 66, '2021-11-26T20:02:10', '91255.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (625, 44, 85, '2022-05-28T18:37:06', '10112.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (626, 69, 82, '2022-09-29T20:31:58', '43626.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (627, 23, 1, '2022-06-17T07:17:23', '19006.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (623, 23, 68, '2022-02-05T17:31:09', '98180.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (628, 70, 61, '2022-05-20T11:38:40', '54714.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (630, 60, 64, '2022-07-16T05:49:40', '4873.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (629, 59, 60, '2022-01-18T12:31:27', '63111.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (631, 18, 21, '2021-12-30T04:02:33', '99831.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (622, 70, 5, '2022-10-20T08:26:46', '31919.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (632, 71, 28, '2022-05-04T01:39:10', '69765.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (634, 77, 0, '2022-03-31T08:53:22', '81057.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (635, 39, 78, '2022-04-30T11:31:32', '22209.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (637, 49, 2, '2021-12-20T23:43:41', '57248.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (636, 41, 34, '2022-08-04T04:17:58', '69033.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (638, 61, 96, '2021-11-24T05:34:40', '15066.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (640, 63, 89, '2022-07-28T03:43:28', '67159.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (639, 71, 80, '2022-02-28T13:08:08', '61250.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (633, 5, 92, '2022-04-03T21:06:27', '55249.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (641, 35, 13, '2022-07-24T13:19:35', '13346.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (642, 41, 31, '2021-12-02T07:03:44', '60449.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (643, 19, 79, '2022-01-19T14:10:16', '34122.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (645, 30, 24, '2022-11-03T19:31:19', '20391.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (646, 25, 53, '2022-10-24T13:44:52', '41694.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (648, 51, 21, '2022-05-09T01:30:56', '79380.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (649, 85, 50, '2022-05-26T10:52:38', '78742.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (650, 80, 10, '2021-12-22T09:29:53', '83522.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (651, 91, 3, '2022-04-27T06:25:06', '71847.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (644, 34, 55, '2021-11-28T11:12:09', '77993.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (647, 49, 40, '2022-11-05T04:18:57', '90442.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (653, 87, 60, '2022-06-27T14:11:42', '39723.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (655, 89, 53, '2022-05-06T22:53:17', '63271.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (656, 57, 76, '2021-12-27T20:23:58', '4537.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (654, 51, 86, '2022-03-23T22:19:29', '80916.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (652, 50, 49, '2022-03-03T14:57:35', '31829.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (658, 31, 49, '2022-08-09T13:01:30', '78787.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (660, 36, 92, '2022-06-11T15:27:51', '51589.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (657, 25, 28, '2021-12-06T17:35:39', '66407.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (662, 32, 54, '2022-03-04T02:39:20', '98814.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (663, 46, 7, '2021-12-28T12:52:32', '33753.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (659, 48, 96, '2022-09-30T21:25:15', '94007.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (661, 87, 46, '2021-12-09T11:04:40', '31251.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (666, 77, 31, '2022-03-18T13:37:20', '40732.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (664, 5, 87, '2022-05-05T20:45:58', '52149.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (665, 79, 76, '2022-03-28T17:40:48', '80151.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (668, 66, 75, '2021-12-26T22:41:52', '58092.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (670, 54, 51, '2022-02-22T03:53:36', '96595.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (671, 35, 84, '2022-07-10T19:44:12', '39142.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (672, 2, 50, '2022-04-07T06:48:22', '33021.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (669, 88, 65, '2022-09-26T12:04:57', '24988.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (673, 6, 85, '2021-12-11T00:33:22', '81472.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (674, 46, 97, '2022-04-07T18:23:11', '19344.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (667, 4, 13, '2021-11-27T22:25:13', '54744.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (676, 72, 44, '2022-09-08T07:14:42', '94199.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (678, 11, 18, '2022-06-07T04:08:25', '71792.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (679, 64, 40, '2022-08-16T21:23:28', '73725.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (677, 91, 58, '2021-12-28T23:01:50', '17025.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (675, 6, 21, '2022-09-17T17:23:50', '22463.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (680, 97, 31, '2022-02-27T08:19:20', '56131.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (683, 29, 26, '2021-12-05T08:38:05', '12990.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (684, 26, 93, '2022-03-13T21:43:49', '92954.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (685, 75, 92, '2022-02-02T18:20:40', '21875.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (681, 81, 34, '2022-01-03T17:43:10', '21427.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (687, 78, 28, '2022-08-03T07:46:42', '19546.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (686, 55, 31, '2021-12-13T06:05:23', '59288.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (688, 70, 49, '2022-07-08T15:38:14', '44567.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (690, 46, 70, '2022-01-14T05:41:20', '76816.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (691, 71, 81, '2022-01-01T05:59:39', '88695.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (682, 58, 41, '2022-02-23T23:09:20', '81780.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (689, 48, 37, '2022-04-12T10:22:13', '72166.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (692, 55, 22, '2022-08-04T15:01:24', '78162.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (695, 42, 72, '2022-09-24T07:22:11', '16446.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (696, 59, 57, '2022-01-15T05:34:02', '67152.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (697, 1, 44, '2022-03-01T03:11:51', '83056.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (693, 38, 46, '2022-04-29T17:36:19', '82789.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (694, 96, 81, '2022-11-06T11:50:13', '78457.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (700, 16, 46, '2022-08-11T10:02:14', '58294.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (701, 8, 85, '2022-07-13T07:15:19', '88596.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (698, 94, 40, '2022-05-17T08:28:31', '18438.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (702, 65, 39, '2022-11-12T23:41:26', '13931.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (704, 37, 36, '2022-07-24T09:32:52', '73223.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (705, 46, 88, '2022-08-02T12:01:09', '63628.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (699, 40, 7, '2022-01-12T05:23:00', '91926.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (706, 45, 85, '2022-07-01T08:33:10', '20487.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (703, 55, 27, '2022-11-07T21:40:34', '92360.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (709, 54, 92, '2022-11-09T10:36:26', '79196.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (707, 39, 90, '2022-05-26T17:01:54', '78101.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (710, 91, 91, '2021-11-30T04:51:10', '77079.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (712, 84, 37, '2022-08-06T12:59:02', '74248.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (713, 56, 55, '2022-03-19T12:49:48', '50292.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (714, 77, 82, '2022-04-30T11:45:49', '67885.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (715, 84, 15, '2022-05-31T05:01:26', '21914.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (716, 59, 74, '2022-03-16T02:18:54', '29057.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (717, 55, 92, '2022-05-13T02:28:14', '66860.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (708, 20, 57, '2021-11-21T10:01:09', '69834.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (711, 55, 53, '2022-04-05T05:03:23', '22962.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (720, 75, 47, '2022-01-19T12:28:56', '81839.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (721, 63, 73, '2022-03-17T19:38:21', '56169.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (722, 82, 61, '2022-04-23T21:08:34', '64014.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (723, 65, 95, '2022-04-17T09:52:03', '67371.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (724, 78, 26, '2022-04-04T16:34:13', '54858.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (725, 87, 9, '2022-08-06T17:45:33', '12554.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (718, 69, 100, '2022-10-03T12:59:12', '4395.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (719, 47, 61, '2021-11-26T11:21:00', '67466.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (728, 47, 13, '2021-11-30T17:55:20', '25060.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (729, 100, 13, '2022-09-29T07:46:30', '24679.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (730, 30, 89, '2022-07-30T04:37:31', '81576.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (731, 48, 100, '2022-08-01T07:00:57', '43146.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (732, 19, 28, '2022-07-10T02:55:11', '52410.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (733, 58, 74, '2022-01-03T17:15:10', '33884.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (734, 42, 8, '2021-12-07T07:22:53', '72816.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (726, 62, 35, '2022-06-09T23:28:21', '52740.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (727, 38, 84, '2022-11-11T13:04:04', '58686.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (737, 25, 14, '2022-01-26T20:18:54', '50252.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (735, 17, 14, '2022-02-12T23:29:55', '59358.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (736, 46, 5, '2022-02-04T07:20:53', '38018.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (739, 90, 43, '2021-11-29T04:19:36', '27860.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (740, 33, 96, '2022-11-04T13:15:58', '91360.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (742, 97, 80, '2022-03-26T10:59:55', '57677.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (738, 50, 7, '2022-03-20T14:30:34', '76567.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (743, 66, 49, '2021-12-23T03:09:25', '61881.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (745, 98, 69, '2022-01-14T12:09:18', '87651.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (746, 83, 89, '2022-04-30T17:45:03', '81712.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (747, 67, 78, '2022-03-08T18:23:52', '35252.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (748, 13, 47, '2022-05-20T17:17:16', '27957.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (749, 47, 49, '2022-01-25T22:48:56', '61466.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (750, 57, 9, '2021-11-23T19:41:46', '12814.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (744, 84, 18, '2022-08-02T08:53:12', '55927.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (751, 79, 30, '2022-11-16T01:24:16', '90869.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (753, 66, 92, '2022-06-13T01:46:04', '30314.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (754, 9, 55, '2022-05-04T19:36:09', '82107.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (752, 33, 70, '2022-05-25T08:04:16', '46166.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (741, 1, 82, '2022-01-14T08:57:04', '39360.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (755, 48, 70, '2022-06-07T05:08:00', '31455.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (757, 73, 68, '2022-04-16T07:09:17', '40185.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (756, 6, 28, '2022-02-27T15:07:01', '98222.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (758, 74, 53, '2022-06-12T02:42:56', '69288.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (759, 93, 37, '2022-08-03T07:20:11', '54654.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (760, 99, 10, '2021-11-27T05:01:31', '76411.00')
